用户ID,省份,性别,年龄,注册日期
175766,浙江,女,23,2011-6-22
175769,黑龙江,男,20,2011-6-22
175773,广西,女,31,2011-6-22
175774,安徽,男,37,2011-6-22
175776,江苏,男,26,2011-6-22
175777,贵州,男,20,2011-6-22
175778,广西,男,43,2011-6-22
175781,江西,男,31,2011-6-22
175783,安徽,女,26,2011-6-22
175784,天津,男,20,2011-6-22
175785,安徽,男,32,2011-6-22
175787,甘肃,男,35,2011-6-22
175788,江西,男,43,2011-6-22
175789,辽宁,女,38,2011-6-22
175791,河南,女,19,2011-6-22
175792,广东,男,35,2011-6-22
175794,河南,女,30,2011-6-22
175797,海南,女,19,2011-6-22
175800,吉林,女,35,2011-6-22
175802,辽宁,男,26,2011-6-22
175804,内蒙古,女,45,2011-6-22
175805,甘肃,男,29,2011-6-22
175806,山西,男,33,2011-6-22
175807,青海,男,43,2011-6-22
175808,海南,女,36,2011-6-22
175810,山西,女,29,2011-6-22
175812,上海,男,33,2011-6-22
175814,北京,男,18,2011-6-22
175815,山西,女,20,2011-6-22
175817,陕西,男,25,2011-6-22
175820,山西,男,34,2011-6-22
175822,广西,女,21,2011-6-22
175823,湖北,女,38,2011-6-22
175824,河南,男,27,2011-6-22
175827,上海,男,40,2011-6-22
175832,广东,女,34,2011-6-22
175833,上海,女,22,2011-6-22
175834,吉林,女,46,2011-6-22
175835,江苏,男,36,2011-6-22
175836,宁夏,男,22,2011-6-22
175838,广西,男,33,2011-6-22
175840,湖南,男,19,2011-6-22
175843,河北,女,21,2011-6-22
175844,浙江,女,20,2011-6-22
175845,北京,女,25,2011-6-22
175846,上海,女,20,2011-6-22
175847,贵州,男,25,2011-6-22
175848,河北,男,34,2011-6-22
175850,海南,女,22,2011-6-22
175852,重庆,男,32,2011-6-22
175854,内蒙古,男,38,2011-6-22
175856,广东,女,26,2011-6-22
175857,上海,女,27,2011-6-22
175858,四川,男,47,2011-6-22
175860,广西,男,37,2011-6-22
175861,海南,女,35,2011-6-22
175863,新疆,女,29,2011-6-22
175864,新疆,女,27,2011-6-22
175865,甘肃,男,35,2011-6-22
175866,北京,男,33,2011-6-22
175869,北京,男,31,2011-6-22
175872,河南,男,18,2011-6-22
175873,天津,男,35,2011-6-22
175875,天津,男,20,2011-6-22
175878,青海,男,27,2011-6-22
175880,青海,男,47,2011-6-22
175881,北京,女,25,2011-6-22
175883,山西,女,22,2011-6-22
175884,河北,男,33,2011-6-22
175885,上海,女,22,2011-6-22
175886,青海,男,19,2011-6-22
175887,湖北,男,30,2011-6-22
175890,河南,男,32,2011-6-22
175892,湖南,男,21,2011-6-22
175894,湖南,男,47,2011-6-22
175895,陕西,男,25,2011-6-22
175897,陕西,女,20,2011-6-22
175898,山东,男,24,2011-6-22
175899,新疆,男,26,2011-6-22
175900,北京,男,26,2011-6-22
175903,云南,男,38,2011-6-22
175904,吉林,女,43,2011-6-22
175905,天津,男,25,2011-6-22
175907,黑龙江,男,26,2011-6-22
175911,江苏,男,36,2011-6-22
175912,浙江,男,31,2011-6-22
175913,甘肃,男,28,2011-6-22
175915,河南,女,23,2011-6-22
175919,四川,女,27,2011-6-22
175921,河北,女,43,2011-6-22
175924,辽宁,女,19,2011-6-22
175925,安徽,女,18,2011-6-22
175926,宁夏,女,35,2011-6-22
175927,新疆,女,34,2011-6-22
175928,江苏,女,32,2011-6-22
175929,海南,女,32,2011-6-22
175930,吉林,女,21,2011-6-22
175932,山西,女,25,2011-6-22
175933,江西,女,31,2011-6-22
175934,广东,男,32,2011-6-22
175935,湖南,女,35,2011-6-22
175937,辽宁,男,22,2011-6-22
175938,广东,男,21,2011-6-22
175939,山东,男,39,2011-6-22
175940,重庆,男,45,2011-6-22
175941,西藏,男,27,2011-6-22
175942,青海,男,26,2011-6-22
175943,四川,男,20,2011-6-22
175945,湖南,女,19,2011-6-22
175946,河南,女,23,2011-6-22
175948,新疆,男,19,2011-6-22
175949,福建,男,25,2011-6-22
175950,重庆,男,19,2011-6-22
175951,广西,女,23,2011-6-22
175952,山西,女,19,2011-6-22
175954,广东,男,23,2011-6-22
175955,江西,女,32,2011-6-22
175956,青海,女,18,2011-6-22
175957,湖北,女,19,2011-6-22
175959,贵州,男,28,2011-6-22
175960,吉林,男,28,2011-6-22
175961,辽宁,女,34,2011-6-22
175965,山东,男,22,2011-6-22
175967,山东,男,20,2011-6-22
175968,辽宁,男,38,2011-6-22
175970,北京,女,46,2011-6-22
175971,河南,男,43,2011-6-22
175973,北京,男,34,2011-6-22
175975,西藏,女,25,2011-6-22
175977,四川,女,20,2011-6-22
175978,河南,女,21,2011-6-22
175980,云南,男,25,2011-6-22
175981,山东,男,26,2011-6-22
175982,湖南,女,30,2011-6-22
175984,河南,男,31,2011-6-22
175985,天津,男,31,2011-6-22
175987,重庆,男,31,2011-6-22
175988,甘肃,女,25,2011-6-22
175989,海南,女,18,2011-6-22
175990,河北,女,37,2011-6-22
175993,安徽,女,24,2011-6-22
175994,西藏,女,31,2011-6-22
175995,辽宁,女,28,2011-6-22
175996,湖北,女,22,2011-6-22
175997,上海,女,32,2011-6-22
176002,重庆,女,26,2011-6-22
176005,河南,女,33,2011-6-22
176006,陕西,女,28,2011-6-22
176007,天津,女,20,2011-6-22
176009,内蒙古,男,22,2011-6-22
176010,贵州,女,33,2011-6-22
176011,湖南,女,30,2011-6-22
176013,西藏,男,24,2011-6-22
176014,上海,女,28,2011-6-22
176015,青海,男,27,2011-6-22
176017,上海,女,18,2011-6-22
176019,青海,男,19,2011-6-22
176020,吉林,男,20,2011-6-22
176021,陕西,男,47,2011-6-22
176022,浙江,女,31,2011-6-22
176023,天津,女,19,2011-6-22
176024,广西,女,22,2011-6-22
176025,河南,女,33,2011-6-22
176026,陕西,女,19,2011-6-22
176029,湖南,男,31,2011-6-22
176031,陕西,男,22,2011-6-22
176032,内蒙古,男,32,2011-6-22
176033,河南,男,24,2011-6-22
176034,湖北,女,25,2011-6-22
176039,宁夏,男,38,2011-6-22
176040,江苏,女,41,2011-6-22
176041,青海,男,37,2011-6-22
176043,上海,男,36,2011-6-22
176044,青海,男,18,2011-6-22
176045,新疆,女,29,2011-6-22
176047,福建,女,27,2011-6-22
176048,广西,女,29,2011-6-22
176050,辽宁,女,29,2011-6-22
176052,宁夏,女,21,2011-6-22
176053,浙江,男,38,2011-6-22
176054,新疆,男,31,2011-6-22
176055,山东,男,23,2011-6-22
176056,黑龙江,女,39,2011-6-22
176058,江西,女,20,2011-6-22
176060,广东,女,27,2011-6-22
176062,河南,男,38,2011-6-22
176063,重庆,男,20,2011-6-22
176064,安徽,女,23,2011-6-22
176065,北京,男,24,2011-6-22
176066,云南,女,21,2011-6-22
176067,新疆,女,21,2011-6-22
176068,新疆,女,18,2011-6-22
176069,新疆,男,46,2011-6-22
176070,山西,女,41,2011-6-22
176071,山西,女,30,2011-6-22
176073,新疆,女,28,2011-6-22
176074,青海,男,45,2011-6-22
176075,云南,男,27,2011-6-22
176077,甘肃,男,22,2011-6-22
176078,上海,男,39,2011-6-22
176080,贵州,女,26,2011-6-22
176081,新疆,女,30,2011-6-22
176082,青海,男,21,2011-6-22
176083,甘肃,女,47,2011-6-22
176084,河南,男,33,2011-6-22
176085,海南,男,39,2011-6-22
176089,西藏,女,19,2011-6-22
176092,宁夏,男,33,2011-6-22
176094,安徽,男,34,2011-6-22
176096,新疆,女,20,2011-6-22
176097,广东,男,21,2011-6-22
176098,山东,男,35,2011-6-22
176101,上海,男,25,2011-6-22
176102,河南,男,35,2011-6-22
176104,江苏,女,34,2011-6-22
176106,山西,男,36,2011-6-22
176109,广东,男,38,2011-6-22
176111,湖南,女,33,2011-6-22
176112,陕西,男,45,2011-6-22
176117,海南,女,22,2011-6-22
176119,新疆,男,19,2011-6-22
176120,海南,女,41,2011-6-22
176121,福建,女,22,2011-6-22
176122,广东,男,37,2011-6-22
176123,河南,女,21,2011-6-22
176124,重庆,男,28,2011-6-22
176125,重庆,男,32,2011-6-22
176126,新疆,女,25,2011-6-23
176130,贵州,女,21,2011-6-23
176135,四川,男,36,2011-6-23
176136,浙江,女,34,2011-6-23
176139,湖南,女,26,2011-6-23
176140,西藏,男,37,2011-6-23
176144,江苏,女,35,2011-6-23
176146,福建,男,24,2011-6-23
176148,贵州,女,19,2011-6-23
176149,河南,男,41,2011-6-23
176150,四川,女,24,2011-6-23
176153,安徽,女,35,2011-6-23
176156,辽宁,女,22,2011-6-23
176157,西藏,女,23,2011-6-23
176158,上海,女,26,2011-6-23
176160,安徽,女,36,2011-6-23
176161,河北,女,21,2011-6-23
176162,江西,女,42,2011-6-23
176163,山西,男,26,2011-6-23
176169,江西,女,28,2011-6-23
176170,广东,女,30,2011-6-23
176173,山东,女,19,2011-6-23
176174,甘肃,男,34,2011-6-23
176175,天津,男,23,2011-6-23
176177,上海,男,36,2011-6-23
176179,山东,男,28,2011-6-23
176180,云南,男,29,2011-6-23
176183,甘肃,女,30,2011-6-23
176184,甘肃,男,31,2011-6-23
176185,江西,男,31,2011-6-23
176186,广西,女,33,2011-6-23
176187,上海,女,23,2011-6-23
176189,内蒙古,男,30,2011-6-23
176190,福建,男,45,2011-6-23
176191,海南,男,31,2011-6-23
176195,海南,男,21,2011-6-23
176196,浙江,男,22,2011-6-23
176198,黑龙江,女,21,2011-6-23
176200,四川,男,23,2011-6-23
176201,安徽,女,23,2011-6-23
176202,黑龙江,女,37,2011-6-23
176205,海南,女,42,2011-6-23
176206,吉林,男,20,2011-6-23
176207,广东,男,32,2011-6-23
176208,黑龙江,女,23,2011-6-23
176210,上海,男,27,2011-6-23
176213,吉林,男,22,2011-6-23
176216,四川,女,28,2011-6-23
176217,青海,男,33,2011-6-23
176219,河南,女,37,2011-6-23
176220,江苏,男,29,2011-6-23
176221,浙江,女,18,2011-6-23
176222,广西,男,38,2011-6-23
176225,北京,男,25,2011-6-23
176227,湖北,女,43,2011-6-23
176228,重庆,女,36,2011-6-23
176229,湖南,女,35,2011-6-23
176230,河北,女,25,2011-6-23
176231,山东,女,26,2011-6-23
176232,山西,男,38,2011-6-23
176233,辽宁,男,45,2011-6-23
176234,北京,男,24,2011-6-23
176235,福建,女,19,2011-6-23
176236,河南,女,18,2011-6-23
176239,新疆,男,42,2011-6-23
176240,西藏,女,20,2011-6-23
176241,重庆,女,19,2011-6-23
176243,上海,女,29,2011-6-23
176245,西藏,女,33,2011-6-23
176247,河南,女,32,2011-6-23
176249,辽宁,男,18,2011-6-23
176252,福建,男,36,2011-6-23
176254,西藏,男,39,2011-6-23
176255,贵州,男,46,2011-6-23
176256,天津,男,20,2011-6-23
176257,浙江,男,27,2011-6-23
176258,安徽,女,22,2011-6-23
176259,广西,男,32,2011-6-23
176261,浙江,男,24,2011-6-23
176262,山东,女,37,2011-6-23
176263,陕西,女,31,2011-6-23
176265,广东,男,38,2011-6-23
176267,贵州,男,36,2011-6-23
176268,上海,男,32,2011-6-23
176270,湖北,男,35,2011-6-23
176272,湖北,女,18,2011-6-23
176273,江苏,女,23,2011-6-23
176275,广东,女,40,2011-6-23
176276,山西,女,29,2011-6-23
176277,陕西,女,27,2011-6-23
176280,吉林,女,23,2011-6-23
176282,吉林,男,38,2011-6-23
176284,海南,男,22,2011-6-23
176285,广东,女,32,2011-6-23
176287,江西,女,19,2011-6-23
176289,安徽,男,41,2011-6-23
176290,北京,男,23,2011-6-23
176291,新疆,男,38,2011-6-23
176292,青海,男,20,2011-6-23
176293,上海,女,38,2011-6-23
176294,青海,女,32,2011-6-23
176295,河南,男,20,2011-6-23
176298,江苏,男,29,2011-6-23
176299,山西,女,23,2011-6-23
176300,天津,女,30,2011-6-23
176301,重庆,男,33,2011-6-23
176302,海南,男,46,2011-6-23
176303,辽宁,女,22,2011-6-23
176305,山西,男,29,2011-6-23
176307,河南,女,39,2011-6-23
176308,云南,女,21,2011-6-23
176309,湖南,男,31,2011-6-23
176310,山东,女,25,2011-6-23
176312,吉林,男,25,2011-6-23
176313,辽宁,女,18,2011-6-23
176314,上海,女,46,2011-6-23
176316,吉林,女,33,2011-6-23
176317,浙江,女,18,2011-6-23
176320,上海,女,24,2011-6-23
176323,福建,女,26,2011-6-23
176324,上海,女,25,2011-6-23
176325,云南,男,27,2011-6-23
176326,海南,男,34,2011-6-23
176328,广东,男,24,2011-6-23
176330,福建,女,31,2011-6-23
176331,贵州,男,34,2011-6-23
176332,天津,女,20,2011-6-23
176335,内蒙古,女,36,2011-6-23
176336,山西,男,23,2011-6-23
176337,湖北,男,42,2011-6-23
176338,甘肃,女,46,2011-6-23
176339,湖南,女,26,2011-6-23
176341,黑龙江,女,27,2011-6-23
176342,青海,女,30,2011-6-23
176343,新疆,女,45,2011-6-23
176346,重庆,女,30,2011-6-23
176350,辽宁,女,41,2011-6-23
176351,天津,女,27,2011-6-23
176357,四川,男,28,2011-6-23
176359,新疆,男,28,2011-6-23
176360,河北,男,21,2011-6-23
176365,湖南,女,22,2011-6-23
176366,上海,男,25,2011-6-23
176368,广东,男,47,2011-6-23
176369,吉林,女,37,2011-6-23
176371,北京,女,22,2011-6-23
176372,贵州,女,20,2011-6-23
176373,山西,男,34,2011-6-23
176374,辽宁,女,32,2011-6-23
176378,吉林,男,21,2011-6-23
176379,新疆,女,32,2011-6-23
176380,陕西,女,36,2011-6-23
176382,山西,女,38,2011-6-23
176383,上海,女,22,2011-6-23
176385,江西,男,32,2011-6-23
176386,贵州,女,27,2011-6-23
176387,辽宁,女,28,2011-6-23
176389,安徽,女,18,2011-6-23
176391,福建,男,28,2011-6-23
176395,浙江,女,36,2011-6-23
176396,山西,女,26,2011-6-23
176404,陕西,女,26,2011-6-23
176409,天津,男,28,2011-6-23
176411,河北,女,23,2011-6-23
176412,北京,女,28,2011-6-23
176415,上海,女,45,2011-6-23
176417,云南,男,42,2011-6-23
176418,广西,男,46,2011-6-23
176421,江苏,男,20,2011-6-23
176422,辽宁,女,22,2011-6-23
176423,浙江,男,19,2011-6-23
176424,浙江,女,25,2011-6-23
176425,海南,男,19,2011-6-23
176426,贵州,女,26,2011-6-23
176427,重庆,男,31,2011-6-23
176429,陕西,男,33,2011-6-23
176430,北京,男,43,2011-6-23
176431,山西,女,20,2011-6-23
176432,湖南,男,32,2011-6-23
176433,广东,男,26,2011-6-23
176436,福建,男,35,2011-6-23
176439,上海,男,19,2011-6-23
176440,海南,女,23,2011-6-23
176443,山东,女,34,2011-6-23
176444,贵州,男,46,2011-6-23
176445,甘肃,男,40,2011-6-23
176447,江苏,女,23,2011-6-23
176448,湖南,女,23,2011-6-23
176449,上海,男,19,2011-6-23
176450,陕西,女,27,2011-6-23
176455,广西,女,23,2011-6-23
176456,山东,男,45,2011-6-23
176457,海南,男,31,2011-6-23
176459,上海,女,21,2011-6-23
176463,上海,女,25,2011-6-23
176464,四川,男,34,2011-6-23
176465,甘肃,男,23,2011-6-23
176467,湖南,女,37,2011-6-23
176469,浙江,男,26,2011-6-23
176470,江西,女,32,2011-6-23
176472,广东,女,37,2011-6-23
176474,福建,男,32,2011-6-23
176477,北京,男,25,2011-6-23
176479,河南,女,34,2011-6-23
176480,北京,女,45,2011-6-23
176481,山西,男,36,2011-6-23
176482,北京,女,39,2011-6-23
176484,天津,男,32,2011-6-23
176486,甘肃,女,30,2011-6-23
176490,吉林,女,32,2011-6-23
176491,新疆,女,20,2011-6-23
176492,广东,男,18,2011-6-23
176494,天津,男,27,2011-6-23
176496,青海,女,20,2011-6-23
176498,湖南,男,36,2011-6-23
176499,吉林,女,26,2011-6-23
176500,辽宁,女,18,2011-6-23
176501,山东,男,23,2011-6-23
176502,浙江,女,20,2011-6-23
176503,上海,女,26,2011-6-23
176504,吉林,男,23,2011-6-23
176505,山西,女,22,2011-6-23
176506,天津,男,24,2011-6-23
176507,甘肃,女,27,2011-6-23
176508,上海,男,28,2011-6-23
176509,安徽,女,24,2011-6-23
176511,贵州,女,22,2011-6-23
176514,天津,女,18,2011-6-23
176516,江西,男,27,2011-6-23
176517,上海,女,30,2011-6-23
176520,广东,女,28,2011-6-23
176521,辽宁,男,35,2011-6-23
176522,天津,女,19,2011-6-23
176523,湖北,女,37,2011-6-23
176524,上海,男,21,2011-6-23
176525,山东,男,41,2011-6-23
176526,上海,女,28,2011-6-23
176528,湖南,女,36,2011-6-23
176529,吉林,女,18,2011-6-23
176530,上海,女,25,2011-6-23
176531,青海,女,31,2011-6-23
176532,湖北,女,19,2011-6-23
176533,陕西,女,36,2011-6-23
176536,山东,女,21,2011-6-23
176538,贵州,男,21,2011-6-23
176539,河北,女,30,2011-6-23
176540,河南,女,25,2011-6-23
176541,陕西,男,37,2011-6-23
176542,江苏,男,38,2011-6-23
176543,辽宁,女,25,2011-6-23
176544,江苏,女,24,2011-6-23
176545,黑龙江,女,21,2011-6-23
176546,浙江,女,46,2011-6-23
176547,天津,男,25,2011-6-23
176548,云南,男,35,2011-6-23
176549,吉林,男,27,2011-6-23
176551,青海,男,23,2011-6-23
176552,重庆,男,39,2011-6-23
176553,吉林,男,38,2011-6-23
176554,福建,男,37,2011-6-23
176556,北京,女,18,2011-6-23
176557,江苏,女,45,2011-6-23
176559,北京,男,41,2011-6-23
176561,上海,男,34,2011-6-23
176562,海南,男,27,2011-6-23
176564,天津,女,31,2011-6-23
176565,贵州,男,23,2011-6-23
176566,河南,女,20,2011-6-23
176568,河南,女,22,2011-6-23
176569,山西,男,33,2011-6-23
176572,江苏,女,31,2011-6-23
176573,吉林,女,24,2011-6-23
176574,浙江,女,33,2011-6-23
176577,陕西,女,46,2011-6-23
176578,河南,男,37,2011-6-23
176579,河北,女,20,2011-6-23
176580,黑龙江,男,19,2011-6-23
176581,上海,男,18,2011-6-23
176584,四川,女,40,2011-6-23
176585,湖南,女,29,2011-6-23
176588,青海,男,35,2011-6-23
176589,山东,女,37,2011-6-23
176591,辽宁,男,34,2011-6-23
176592,宁夏,女,36,2011-6-23
176597,福建,女,23,2011-6-23
176598,天津,男,24,2011-6-23
176599,吉林,女,31,2011-6-23
176600,福建,男,27,2011-6-23
176601,江苏,女,29,2011-6-23
176603,湖南,女,22,2011-6-23
176604,广东,女,41,2011-6-24
176608,黑龙江,女,18,2011-6-24
176610,天津,男,41,2011-6-24
176614,吉林,男,32,2011-6-24
176617,北京,男,42,2011-6-24
176619,黑龙江,女,23,2011-6-24
176620,上海,男,36,2011-6-24
176623,海南,女,41,2011-6-24
176624,广东,女,19,2011-6-24
176625,天津,女,18,2011-6-24
176626,浙江,男,34,2011-6-24
176627,贵州,男,38,2011-6-24
176628,广东,女,28,2011-6-24
176629,广东,女,19,2011-6-24
176632,上海,女,19,2011-6-24
176633,四川,男,43,2011-6-24
176634,吉林,男,32,2011-6-24
176635,四川,男,33,2011-6-24
176638,福建,男,26,2011-6-24
176641,甘肃,女,26,2011-6-24
176643,广东,女,30,2011-6-24
176644,上海,女,37,2011-6-24
176645,重庆,男,26,2011-6-24
176647,河南,女,22,2011-6-24
176648,安徽,男,37,2011-6-24
176651,广西,女,33,2011-6-24
176652,广东,男,42,2011-6-24
176653,天津,男,30,2011-6-24
176654,黑龙江,男,27,2011-6-24
176658,北京,男,18,2011-6-24
176660,北京,女,19,2011-6-24
176661,山西,男,35,2011-6-24
176662,江西,男,34,2011-6-24
176667,甘肃,男,31,2011-6-24
176669,江苏,男,28,2011-6-24
176670,浙江,男,18,2011-6-24
176671,吉林,男,23,2011-6-24
176672,广西,女,27,2011-6-24
176673,黑龙江,女,47,2011-6-24
176674,广东,女,18,2011-6-24
176675,北京,女,38,2011-6-24
176678,山西,女,47,2011-6-24
176680,北京,男,37,2011-6-24
176682,贵州,男,28,2011-6-24
176683,山东,女,30,2011-6-24
176684,江苏,女,28,2011-6-24
176685,吉林,男,29,2011-6-24
176686,广东,男,24,2011-6-24
176690,福建,男,29,2011-6-24
176692,山东,女,31,2011-6-24
176693,浙江,男,21,2011-6-24
176694,江苏,女,31,2011-6-24
176695,广东,女,40,2011-6-24
176696,广西,女,34,2011-6-24
176697,海南,女,21,2011-6-24
176698,广西,女,26,2011-6-24
176700,甘肃,女,18,2011-6-24
176702,福建,男,20,2011-6-24
176704,安徽,男,27,2011-6-24
176706,江苏,男,26,2011-6-24
176707,上海,女,26,2011-6-24
176708,广东,男,20,2011-6-24
176709,重庆,男,36,2011-6-24
176710,河北,女,43,2011-6-24
176711,上海,男,38,2011-6-24
176713,湖北,男,41,2011-6-24
176715,西藏,男,18,2011-6-24
176716,甘肃,男,24,2011-6-24
176719,吉林,男,21,2011-6-24
176720,山西,男,21,2011-6-24
176721,湖北,女,35,2011-6-24
176722,陕西,男,20,2011-6-24
176723,青海,男,35,2011-6-24
176724,北京,男,39,2011-6-24
176725,上海,女,42,2011-6-24
176726,海南,女,40,2011-6-24
176727,广东,男,22,2011-6-24
176729,山东,女,18,2011-6-24
176730,江西,男,34,2011-6-24
176731,浙江,女,24,2011-6-24
176744,北京,女,20,2011-6-24
176748,湖北,男,18,2011-6-24
176749,辽宁,男,31,2011-6-24
176752,辽宁,男,47,2011-6-24
176755,广东,女,20,2011-6-24
176756,江苏,女,21,2011-6-24
176757,云南,女,24,2011-6-24
176758,浙江,男,25,2011-6-24
176760,河北,女,23,2011-6-24
176763,广东,男,18,2011-6-24
176765,上海,男,27,2011-6-24
176766,黑龙江,男,21,2011-6-24
176767,山东,女,38,2011-6-24
176768,安徽,男,35,2011-6-24
176769,北京,男,22,2011-6-24
176771,吉林,女,33,2011-6-24
176772,山东,男,25,2011-6-24
176774,甘肃,女,22,2011-6-24
176778,江西,男,38,2011-6-24
176779,陕西,女,18,2011-6-24
176781,江西,女,19,2011-6-24
176787,青海,女,25,2011-6-24
176788,河南,女,38,2011-6-24
176790,北京,女,22,2011-6-24
176791,海南,女,32,2011-6-24
176792,福建,女,25,2011-6-24
176796,吉林,男,32,2011-6-24
176797,北京,女,22,2011-6-24
176798,云南,女,19,2011-6-24
176801,福建,男,22,2011-6-24
176802,北京,男,37,2011-6-24
176805,海南,女,24,2011-6-24
176806,山东,男,19,2011-6-24
176810,湖南,男,24,2011-6-24
176811,西藏,男,26,2011-6-24
176812,河南,女,19,2011-6-24
176814,河南,男,28,2011-6-24
176815,北京,男,29,2011-6-24
176817,广东,女,25,2011-6-24
176818,福建,女,25,2011-6-24
176819,湖北,男,23,2011-6-24
176820,甘肃,男,42,2011-6-24
176823,天津,男,21,2011-6-24
176824,浙江,男,26,2011-6-24
176825,安徽,女,21,2011-6-24
176826,北京,女,22,2011-6-24
176827,山西,女,35,2011-6-24
176829,四川,女,19,2011-6-24
176830,山东,男,22,2011-6-24
176833,河北,男,22,2011-6-24
176834,新疆,男,28,2011-6-24
176835,广东,女,37,2011-6-24
176836,山西,男,36,2011-6-24
176837,辽宁,女,32,2011-6-24
176838,贵州,女,26,2011-6-24
176840,湖南,女,33,2011-6-24
176842,青海,女,26,2011-6-24
176845,广西,女,39,2011-6-24
